id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_80_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_80_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;80;NA;80;31.083.939.595.664;116.508.755.464.942;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;some vegetation removal;primary vegetation with some vegetation removal within logged forest close to road;NA;Indonesia;understory;users;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;864;50;NA;560.673.935.401.532;2.967.553.569.053;26;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_81_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_81_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;81;NA;81;310.943.722.568.705;116.495.768.603.897;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;slashed understorey,;ridge of primary forest with slashed understorey, surrounded by logging, close to road;NA;Indonesia;understory;users;none;NA;NA;forestry slash;forestry slash;0;0;none;regular;community;species;864;22;NA;4.459.431.618.637.290;1.301.134.279.928;12;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_90_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_90_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;90;NA;90;311.141.581.447.839;116.454.306.747.872;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;natural swampy area surrounded by logging;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;51;NA;5.672.425.341.971.490;26.242.483.101;25;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_92_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_92_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;92;NA;92;311.858.013.668.855;116.436.069.941.615;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;some vegetation removal;primary vegetation with some vegetation removal surrounded by disturbed forest;NA;Indonesia;understory;users;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;864;39;NA;5.259.991.029.008.320;293.218.162.619;27;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_93_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_93_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;93;NA;93;30.944.120.296.460.500;116.444.425.165.054;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;some vegetation removal;primary vegetation with some vegetation removal surrounded by disturbed forest;NA;Indonesia;understory;users;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;864;33;NA;5.044.394.119.358.450;1.929.953.509.589;23;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_96_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_96_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;96;NA;96;307.841.916.169.508;116.430.313.705.646;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary untouched forest on steep slope dominated by Koompassia;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;47;NA;5.543.295.834.054.480;248.332.463.919;29;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_herbs_97_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_herbs_97_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;PR_Sheil et al. 2002_CIFOR_Indonesia_herbs;Sheil et al. 2002;CIFOR_Indonesia_herbs;97;NA;97;30.822.401.518.316;116.436.530.149.044;500;Old;2000;category;reference;Small plants and climbers;Presence, climbers length > 1.5 m;frequency;occurrence frequency (number of plots);yes;fixed plots/quadrats;1;NA;10;95;200;NA;NA;none;NA;0;NA;primary forest near river, surrounded by matrix of primary and fallow;NA;Indonesia;understory;users;none;NA;NA;NA;none;0;0;none;regular;community;species;864;61;NA;590.625;2.982.014.172.271;36;0.05450237;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_103_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_103_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;103;NA;103;312.470.600.938.833;116.438.523.567.259;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;ridge of primary forest with no vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;33;NA;NA;1.901.384.055;27;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_107_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_107_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;107;NA;107;310.604.934.333.423;116.450.817.711.214;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest with swampy patches, surrounded by forest and fields;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;27;NA;NA;18.846.749.961;21;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_109_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_109_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;109;NA;109;311.189.938.272.682;116.444.866.008.551;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;"primary forest (note that description records ""patchy still many big trees"" as if some vegetation removal, but 'cut stem' checkbox not ticked indicating no ongoing vegetation removal)";NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;34;NA;NA;2.054.827.912.772;27;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_110_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_110_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;110;NA;110;30.648.372.569.085;116.392.218.891.986;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;some vegetation removal;ridge of primary forest with some vegetation removal, dominated by  Palaqium gutte and Orcospermum horridii;NA;Indonesia;trees;engineers;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;745;21;NA;NA;1.867.246.031.975;18;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_112_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_112_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;112;NA;112;30.488.376.392.213;116.398.815.089.464;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest, no vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;33;NA;NA;2.180.432.974.772;26;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_113_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_113_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;113;NA;113;304.964.325.206.207;116.399.651.540.982;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest, no vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;33;NA;NA;2.223.031.158;26;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_114_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_114_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;114;NA;114;312.465.134.283.947;116.437.803.627.877;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest, no vegetation removal forests, fields and fallow in surrounding area;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;33;NA;NA;1.752.282.361.797;25;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_117_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_117_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;117;NA;117;309.780.941.565.144;116.403.710.310.578;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;swampy primary forest, patches of dryland, no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;27;NA;NA;1.450.979.033;21;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_123_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_123_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;123;NA;123;284.060.254.152.044;11.615.303.863.856;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;coppicing by locals;primary vegetation with coppicing by locals;NA;Indonesia;trees;engineers;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;745;21;NA;NA;1.454.910.091;18;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_127_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_127_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;127;NA;127;283.800.501.913.281;116.151.286.169.438;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;ongoing vegetation removal;primary forest with ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;745;27;NA;NA;1.760.354.778.855;21;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_130_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_130_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;130;NA;130;283.465.807.780.017;116.139.251.050.984;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest with no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;27;NA;NA;1.750.823.968;22;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_131_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_131_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;131;NA;131;284.166.518.721.309;116.146.560.207.514;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest with no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;21;NA;NA;171.326.672;18;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_133_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_133_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;133;NA;133;282.786.032.495.625;116.133.696.164.763;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;ongoing vegetation removal;primary forest with ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;745;24;NA;NA;1.354.981.039;15;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_134_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_134_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;134;NA;134;284.463.711.192.073;116.140.881.071.712;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest with no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;25;NA;NA;18.718.828.983;20;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_135_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_135_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;135;NA;135;282.422.330.634.071;11.613.302.411.852;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest with no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;24;NA;NA;1.418.327.592;15;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_137_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_137_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;137;NA;137;284.745.803.754.435;116.151.081.332.764;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest, no ongoing vegetation removal, surrounded by fields and fallow and forest;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;24;NA;NA;2.023.199.362;18;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_138_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_138_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;138;NA;138;283.193.660.623.254;116.153.350.830.204;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest, no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;34;NA;NA;2.039.763.307.655;26;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_140_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_140_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;140;NA;140;283.180.325.969.185;116.132.172.807.004;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest, no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;30;NA;NA;2.553.956.892;28;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_141_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_141_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;141;NA;141;282.340.263.369.359;116.136.389.443.717;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest, surrounded by mainly primary forest with small area of fallow, no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;27;NA;NA;1.707.941.449.853;19;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_142_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_142_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;142;NA;142;295.121.594.114.554;116.382.023.984.154;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;ongoing vegetation removal;primary forest, surounded by fields and fallow and disturbed forest, ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;forest uses;none;0;0;forest uses;use;community;species;745;33;NA;NA;221.251.465;27;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_143_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_143_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;143;NA;143;29.506.637.954.235;116.381.475.406.635;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest, surrounded by primary forest, no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;35;NA;NA;2.191.625.014.453;26;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_145_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_145_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;145;NA;145;29.519.254.744.904;116.389.051.100.365;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;understorey has been removed by logging company and ongoing vegetation removal;primary forest but understorey has been removed by logging company, road through site connecting village and logging area, ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;forest uses/logging;none;0;0;forest uses/logging;use;community;species;745;30;NA;NA;2.092.779.523.255;23;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_146_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_146_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;146;NA;146;295.136.453.343.015;116.388.952.427.723;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;28;NA;NA;1.865.232.563.855;20;0.045680238;3.08;116.4
PR_Sheil et al. 2002_CIFOR_Indonesia_trees_147_NA;PR;Sheil et al. 2002_CIFOR_Indonesia_trees_147_NA;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;PR_Sheil et al. 2002_CIFOR_Indonesia_trees;Sheil et al. 2002;CIFOR_Indonesia_trees;147;NA;147;295.069.685.712.718;116.392.165.109.921;500;Old;2000;category;reference;Trees;> 10 cm dbh, only aprox. 40 trees;occurrence;occurrence (presence/absence);no;fixed plots/quadrats;1;NA;1;96;1;NA;NA;none;NA;0;NA;primary forest no ongoing vegetation removal;NA;Indonesia;trees;engineers;none;NA;NA;NA;none;0;0;none;regular;community;species;745;33;NA;NA;2.099.044.345.228;27;0.045680238;3.08;116.4
