id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;lat;lon
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_60_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_60_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;60;NA;18;10.81;-85.64;23;23;2008;exact;recovering;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;fire and grazing;none;1;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;burning/farming;none;NA;protection;none;0;1;none;protection;community;species;115;12;NA;NA;733.2807896;8;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_OG_1 (17)_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_OG_1 (17)_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;OG_1 (17);NA;20;10.85;-85.61;100;400;2008;minimum;reference;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;none;none;0;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;none;none;NA;protection;none;0;1;none;protection;community;species;115;20;NA;NA;1911.1106446;19;0;10.84;-85.62
CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_OG_2 (18)_NA;CU;Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats_OG_2 (18)_NA;CU_Powers et al. 2009_1 3I Trees (10 cm dbh) random plots or quadrats;CU_Powers et al. 2009_1 3I Trees (>10 cm dbh) random plots or quadrats;Powers et al. 2009;1 3I Trees (>10 cm dbh) random plots or quadrats;OG_2 (18);NA;23;10.81;-85.64;100;400;2008;minimum;reference;Trees and shrubs;Trees (>10 cm dbh);occurrence;no. Individuals;no;random plots or quadrats;1;NA;1;25;1000;Large scale transformation into savannah-pastures from 1800;NA;none;none;0;Protected since 1971. Fire supression;NA;Wen;Costa Rica;woody;mix;none;none;NA;protection;none;0;1;none;protection;community;species;115;19;NA;NA;1024.2788866;12;0;10.84;-85.62
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Coffee1_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Coffee1_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Coffee1;NA;26;18.58;-95.11;4;4;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 2 years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;3;11;1.309296668237;271.825618;2;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Coffee2_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Coffee2_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Coffee2;NA;8;18.58;-95.11;5;5;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;Clearance 8 years before the crop;NA;Maize crop during 1 year;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;3;9;1.35164411515339;109.342741;2;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize11_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize11_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize11;NA;32;18.58;-95.11;3;3;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 10 years with fallow years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;5;13;2.13393756609492;568.989338;5;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize12_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize12_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize12;NA;13;18.58;-95.11;3;3;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 5 years with fallow years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;5;12;2.08496250072116;297.491033;3;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize14_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize14_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize14;NA;23;18.58;-95.11;4;4;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 2 years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;5;27;2.27208889328727;396.416914;4;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize16_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize16_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize16;NA;29;18.58;-95.11;5;5;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 1 year;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;3;10;1.57095059445467;271.825618;2;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize17_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize17_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize17;NA;40;18.58;-95.11;5;5;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;Clearance and maize crop 6 years before the crop;NA;Maize crop during 3 years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;2;7;0.863120568566631;NA;NA;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize18_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize18_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize18;NA;16;18.58;-95.11;6;6;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 1 year;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;3;9;1.53049305675748;1.437218;1;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize19_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize19_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize19;NA;24;18.58;-95.11;6;6;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 1 year;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;5;15;2.17355726227519;462.255429;4;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize2_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize2_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize2;NA;6;18.58;-95.11;1;1;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 10 years with fallow years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;3;20;1.55887184844536;36.315973;2;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize20_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize20_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize20;NA;14;18.58;-95.11;12;12;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 1 year;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;1;1;0;0;NA;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize3_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize3_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize3;NA;12;18.58;-95.11;2;2;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 8 years with fallow years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;4;12;1.91829583405449;109.342741;2;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize4_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize4_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize4;NA;4;18.58;-95.11;2;2;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 8 years with fallow years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;2;7;0.863120568566631;109.342741;2;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize5_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize5_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize5;NA;20;18.58;-95.11;2;2;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 8 years with fallow years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;4;20;1.92612074684268;289.674929;3;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize6_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize6_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize6;NA;30;18.58;-95.11;2;2;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 10 years with fallow years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;4;22;1.94946430277941;289.674776;3;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize7_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize7_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize7;NA;36;18.58;-95.11;3;3;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 2 years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;6;23;2.5175199783432;326.188575;3;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize8_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize8_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize8;NA;39;18.58;-95.11;3;3;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 1 year;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;3;9;1.58496250072116;1.437218;1;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize9_NA;CU;Purata 1986_1 2R Herbs (5% cover) random plots or quadrats_Maize9_NA;CU_Purata 1986_1 2R Herbs (5% cover) random plots or quadrats;CU_Purata 1986_1 2R Herbs (> 5% cover) random plots or quadrats;Purata 1986;1 2R Herbs (> 5% cover) random plots or quadrats;Maize9;NA;2;18.58;-95.11;3;3;1982;exact;recovering;Herbs;Herbs (> 5% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 8 years with fallow years;none;1;NA;NA;Wen;Mexico;herbs;users;cultivation;none;NA;NA;none;0;0;none;regular;study;species;17;6;15;2.0634582986483;271.517561;2;0.235294117647059;18.58;-95.11
CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Coffee1_NA;CU;Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Coffee1_NA;CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats;CU_Purata 1986_1 2R Palms (> 10% cover) random plots or quadrats;Purata 1986;1 2R Palms (> 10% cover) random plots or quadrats;Coffee1;NA;26;18.58;-95.11;4;4;1982;exact;recovering;Palms;Palms (> 10% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 2 years;none;1;NA;NA;Wen;Mexico;palms;mix;cultivation;none;NA;NA;none;0;0;none;regular;study;mix;5;1;2;0;4.2526183;1;1;18.58;-95.11
CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Coffee2_NA;CU;Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Coffee2_NA;CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats;CU_Purata 1986_1 2R Palms (> 10% cover) random plots or quadrats;Purata 1986;1 2R Palms (> 10% cover) random plots or quadrats;Coffee2;NA;8;18.58;-95.11;5;5;1982;exact;recovering;Palms;Palms (> 10% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;Clearance 8 years before the crop;NA;Maize crop during 1 year;none;1;NA;NA;Wen;Mexico;palms;mix;cultivation;none;NA;NA;none;0;0;none;regular;study;mix;5;3;8;1.5;43.874924488;2;1;18.58;-95.11
CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Maize11_NA;CU;Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Maize11_NA;CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats;CU_Purata 1986_1 2R Palms (> 10% cover) random plots or quadrats;Purata 1986;1 2R Palms (> 10% cover) random plots or quadrats;Maize11;NA;32;18.58;-95.11;3;3;1982;exact;recovering;Palms;Palms (> 10% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 10 years with fallow years;none;1;NA;NA;Wen;Mexico;palms;mix;cultivation;none;NA;NA;none;0;0;none;regular;study;mix;5;1;2;0;0;NA;1;18.58;-95.11
CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Maize12_NA;CU;Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Maize12_NA;CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats;CU_Purata 1986_1 2R Palms (> 10% cover) random plots or quadrats;Purata 1986;1 2R Palms (> 10% cover) random plots or quadrats;Maize12;NA;13;18.58;-95.11;3;3;1982;exact;recovering;Palms;Palms (> 10% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 5 years with fallow years;none;1;NA;NA;Wen;Mexico;palms;mix;cultivation;none;NA;NA;none;0;0;none;regular;study;mix;5;0;0;0;NA;NA;1;18.58;-95.11
CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Maize14_NA;CU;Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Maize14_NA;CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats;CU_Purata 1986_1 2R Palms (> 10% cover) random plots or quadrats;Purata 1986;1 2R Palms (> 10% cover) random plots or quadrats;Maize14;NA;23;18.58;-95.11;4;4;1982;exact;recovering;Palms;Palms (> 10% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 2 years;none;1;NA;NA;Wen;Mexico;palms;mix;cultivation;none;NA;NA;none;0;0;none;regular;study;mix;5;0;0;0;NA;NA;1;18.58;-95.11
CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Maize16_NA;CU;Purata 1986_1 2R Palms (10% cover) random plots or quadrats_Maize16_NA;CU_Purata 1986_1 2R Palms (10% cover) random plots or quadrats;CU_Purata 1986_1 2R Palms (> 10% cover) random plots or quadrats;Purata 1986;1 2R Palms (> 10% cover) random plots or quadrats;Maize16;NA;29;18.58;-95.11;5;5;1982;exact;recovering;Palms;Palms (> 10% cover);abundance;cover m-2;yes;random plots or quadrats;1;NA;2;18;200;NA;NA;Maize crop during 1 year;none;1;NA;NA;Wen;Mexico;palms;mix;cultivation;none;NA;NA;none;0;0;none;regular;study;mix;5;1;5;0;4.2526183;1;1;18.58;-95.11
