taxon_clean;taxon_ori;kingdom;phylum;class;order;family;genus;IsGymnosperm
Luehea speciosa;Luehea speciosa;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Luehea;No
Lueheaeciosa;Luehea speciosa Willd.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lueheopsis divicata;Lueheopsis divicata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lueheopsis shultesii;Lueheopsis shultesii Cuatrecasas;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Luehea;No
Luma apiculata;Luma apiculata;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Myrtaceae;Luma;No
Lupinus argenteus;Lupinus argenteus;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lupinus;No
Luvunga motleyi;Luvunga motleyi;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Luvunga;No
Luvunga sarmentosa;Luvunga sarmentosa;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Luvunga;No
Luzula campestris;Luzula campestris;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Luzula;No
Luzula luzuloides;Luzula luzuloides;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Luzula;No
Luzula multiflora;Luzula multiflora;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Luzula;No
Luzula parvifolia;Luzula parvifolia;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Luzula pilosa;Luzula pilosa;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Luzula;No
LYCHNIS FLOS-CUCU;LYCHNIS   FLOS-CUCU;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Luzula;No
Lycopodium carinatum;Lycopodium carinatum;Plantae;Tracheophyta;Lycopodiopsida;Lycopodiales;Lycopodiaceae;Phlegmariurus;No
Lycopodium cernuum;Lycopodium cernuum;Plantae;Tracheophyta;Lycopodiopsida;Lycopodiales;Lycopodiaceae;Palhinhaea;No
Lycopodium nummulariifolium;Lycopodium numularifolium;Plantae;Tracheophyta;Lycopodiopsida;Lycopodiales;Lycopodiaceae;Palhinhaea;No
Lycopodium nummulariifolium;Lycopodium numularifolium;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Lycopodium cernuum;Lycopodium.cernuum;Plantae;Tracheophyta;Lycopodiopsida;Lycopodiales;Lycopodiaceae;Palhinhaea;No
Lycopus europaeus;Lycopus europaeus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Lycopus;No
Lygodium circinnatum;Lygodium circinnatum;Plantae;Tracheophyta;Polypodiopsida;Schizaeales;Lygodiaceae;Lygodium;No
Lygodium flexuosum;Lygodium flexuosum;Plantae;Tracheophyta;Polypodiopsida;Schizaeales;Lygodiaceae;Lygodium;No
Lygodium microphyllum;Lygodium microphyllum;Plantae;Tracheophyta;Polypodiopsida;Schizaeales;Lygodiaceae;Lygodium;No
Lygodium salicifolium;Lygodium salicifolium;Plantae;Tracheophyta;Polypodiopsida;Schizaeales;Lygodiaceae;Lygodium;No
Lygodium circinnatum;Lygodium.circinatum;Plantae;Tracheophyta;Polypodiopsida;Schizaeales;Lygodiaceae;Lygodium;No
Lygodium dimorphum;Lygodium.dimorphum;Plantae;Tracheophyta;Polypodiopsida;Schizaeales;Lygodiaceae;Lygodium;No
Lygodium palmatum;Lygodium.palmatum;Plantae;Tracheophyta;Polypodiopsida;Schizaeales;Lygodiaceae;Lygodium;No
Lygodium sp;Lygodium.sp.;Plantae;Tracheophyta;Polypodiopsida;Schizaeales;Lygodiaceae;Lygodium;No
Lyonia ovalifolia;Lyonia ovalifolia;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Lyonia;No
Lysiloma divaricatum;Lysiloma divaricatum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lysiloma;No
Lysiloma latisiliquum;Lysiloma latisiliquum (L.) Benth.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
LYSIMACHIA NUMMULA;LYSIMACHIA   NUMMULA;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lysiloma;No
LYSIMACHIA VULGARIS;LYSIMACHIA   VULGARIS;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lysiloma;No
Lysimachia nemorum;Lysimachia nemorum;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Lysimachia;No
Lysimachia vulgaris;Lysimachia vulgaris;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Lysimachia;No
LYTHRUM SALICARIA;LYTHRUM   SALICARIA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Lysimachia;No
Lythrum salicaria;Lythrum salicaria;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Lythraceae;Lythrum;No
Mabea occidentalis;Mabea aff occidentalis Bentham;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Lythraceae;Lythrum;No
Mabea angustifolia;Mabea angustifolia;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mabea;No
Mabea caudata;Mabea caudata;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mabea;No
Mabea caudata;Mabea cf caudata Pax. & Hoffm;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mabea;No
Mabea occidentalis;Mabea occidentalis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mabea;No
Mabea;Mabea sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mabea speciosa;Mabea speciosa;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mabea;No
Macaranga amissa;Macaranga amissa;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga beccariana;Macaranga beccariana;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga conifera;Macaranga conifera;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga costulata;Macaranga costulata;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga denticulata;Macaranga denticulata (Bl.) M.-A.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Macaranga gigantea;Macaranga gigantea;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga glandulifera;Macaranga glandulifera;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga hosei;Macaranga hosei;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga hypoleuca;Macaranga hypoleuca;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga kilimandscharica;Macaranga kilimandscharica Pax;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Macaranga kurzii;Macaranga kurzii (O. K.) Pax & Hoffm.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Macaranga lowii;Macaranga lowii;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga motleyana;Macaranga motleyana;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga pearsonii;Macaranga pearsonii;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga populifolia;Macaranga populifolia;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga pruinosa;Macaranga pruinosa;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga recurvata;Macaranga recurvata;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga resinoides;Macaranga resinoides;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga schweinfurthii;Macaranga schweinfurthii;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga sp;Macaranga sp.;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga sp 2;Macaranga sp. 2;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga sp 3;Macaranga sp. 3;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga;Macaranga sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Macaranga tanarius;Macaranga tanarius;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga triloba;Macaranga triloba;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga winkleri;Macaranga winkleri;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga dioica;Macaranga.dioica;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga tanarius;Macaranga.tanarius;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga gigantea;Macarangagigantea;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga hypoleuca;Macarangahypoleuca;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga pearsonii;Macarangapearsonii;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macarangasp ;Macarangasp. 1;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga triloba;Macarangatriloba;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Macaranga winkleri;Macarangawinkleri;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Macaranga;No
Machaerium acutifolium;Machaerium acutifolium J. Vogel;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Machaerium biovulatum;Machaerium biovulatum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Machaerium;No
Machaerium froesii;Machaerium cf. froesii;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Machaerium floribundum;Machaerium floribundum;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Machaerium;No
Machaerium scleroxylon;Machaerium scleroxylon Tul.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Machaerium seemannii;Machaerium seemannii;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Machaerium;No
Machaerium sp ;Machaerium sp 1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Machaerium;No
Machaerium sp 2;Machaerium sp 2;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Machaerium;No
Machaonia lindeniana;Machaonia lindeniana Baill.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Machaerium leiophyllum;Macherium leiophyllum;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Machaerium quinata;Macherium quinata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Machilus bombycina;Machilus bombycina King ex Hook. f.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Machilus breviflora;Machilus breviflora;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Machilus;No
Machilus duthiei;Machilus duthiei (King ex Hook. f.) Kosterm.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Machilus grijsii;Machilus grijsii;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Machilus;No
Machilus pauhoi;Machilus pauhoi;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Machilus;No
Machilus pingii;Machilus pingii;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Machilus;No
Machilus;Machilus sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Machilus suaveolens;Machilus suaveolens;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Machilus;No
Machilus thunbergii;Machilus thunbergii;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Machilus;No
Maclura cochinchinensis;Maclura cochinchinensis;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Maclura;No
Maclura tinctoria;Maclura tinctoria;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Maclura;No
Macrolobium costaricense;Macrolobium costaricense;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Macrolobium;No
Macromitrium aureum;Macromitrium aureum;Plantae;Bryophyta;Bryopsida;Orthotrichales;Orthotrichaceae;Macromitrium;No
Macromitrium cirrosum;Macromitrium cirrosum;Plantae;Bryophyta;Bryopsida;Orthotrichales;Orthotrichaceae;Macromitrium;No
Macromitrium guatemalense;Macromitrium guatemalense;Plantae;Bryophyta;Bryopsida;Orthotrichales;Orthotrichaceae;Macromitrium;No
Macromitrium trichophyllum;Macromitrium trichophyllum;Plantae;Bryophyta;Bryopsida;Orthotrichales;Orthotrichaceae;Macromitrium;No
Macropanax dispermus;Macropanax dispermus (Bl.) O.K.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Macrozamia communis;Macrozamia communis;Plantae;Tracheophyta;Cycadopsida;Cycadales;Zamiaceae;Macrozamia;No
Madhuca;Madhuca;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Madhuca;No
Madhuca elmeri;Madhuca elmeri;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Madhuca;No
Madhuca kingiana;Madhuca kingiana;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Madhuca;No
Madhuca korthalsii;Madhuca korthalsii;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Madhuca;No
Madhuca magnifolia;Madhuca magnifolia;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Madhuca;No
Madhuca malaccensis;Madhuca malaccensis;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Madhuca;No
Madhuca sandakanensis;Madhuca sandakanensis;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Madhuca;No
Madhuca sericea;Madhuca sericea;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Madhuca;No
Maesa japonica;Maesa japonica;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Maesa;No
Maesa lanceolata;Maesa lanceolata Forsk.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Maesa montana;Maesa montana A. DC.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Maesa permollis;Maesa permollis Kurz.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Maesa polyantha;Maesa polyantha;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Maesa;No
Maesa ramentacea;Maesa ramentacea;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Maesa;No
Maesa;Maesa sp.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Maesa sp;Maesa sp.;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Maesa;No
Magnolia candollii;Magnolia candollii;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Maesa;No
Magnolia candollei obovata;Magnolia candollii var. obovata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Magnolia cylindrica;Magnolia cylindrica;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;No
Magnolia gigantifolia;Magnolia gigantifolia;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;No
Magnolia lasia;Magnolia lasia;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;No
Mahonia bealei;Mahonia bealei;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Berberidaceae;Mahonia;No
Mahonia nepalensis;Mahonia nepalensis;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Berberidaceae;Mahonia;No
Mahonia repens;Mahonia repens;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Berberidaceae;Mahonia;No
MAIANTHEMUM BIFOLIUM;MAIANTHEMUM BIFOLIUM;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Berberidaceae;Mahonia;No
Maianthemum canadense;Maianthemum canadense;Plantae;Tracheophyta;Liliopsida;Asparagales;Asparagaceae;Maianthemum;No
Maianthemum canadense;Maianthemum canadense Desf;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Malaxis perakensis;Malaxis perakensis;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Crepidium;No
Malleola ;Malleola sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Malleola sp ;Malleola sp.1;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Crepidium;No
Malleola;Malleola sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Malleola sp 2;Malleola sp.2;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Crepidium;No
Mallotus borneensis;Mallotus borneensis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus caudatus;Mallotus caudatus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus floribundus;Mallotus floribundus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus khasianus;Mallotus khasianus Hk. f.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mallotus korthalsii;Mallotus korthalsii;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus laevigatus;Mallotus laevigatus;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mallotus longifolius;Mallotus longifolius;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus macrostachyus;Mallotus macrostachyus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus miquelianus;Mallotus miquelianus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus mollissimus;Mallotus mollissimus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus moritzianus;Mallotus moritzianus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus muticus;Mallotus muticus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus oblongifolius;Mallotus oblongifolius;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus paniculatus;Mallotus paniculatus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus paniculatus;Mallotus paniculatus (Lmk.) M.-A.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mallotus penangensis;Mallotus penangensis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Hancea;No
Mallotus philippensis;Mallotus philippensis (Lmk.) M.-A.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mallotus philippensis;Mallotus philippinensis;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mallotus ;Mallotus sp.1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mallotus;Mallotus sp.2;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mallotus stipularis;Mallotus stipularis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Hancea;No
Mallotus subpeltatus;Mallotus subpeltatus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Hancea;No
Mallotus sumatranus;Mallotus sumatranus;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus tenuifolius;Mallotus tenuifolius;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Mallotus wrayi;Mallotus wrayi;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Malmea anomala;Malmea  anomala (R. E. Fr.) P. J. Maas;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mallotus;No
Malmea dielsiana;Malmea dielsiana Safford ex R.E. Fries;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Malmea;No
Malouetia guatemalensis;Malouetia guatemalensis;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Malouetia;No
Malpighia glabra;Malpighia glabra;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Malpighia;No
Malpighia lundellii;Malpighia lundelli C. V. Morton.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Malus hupehensis;Malus hupehensis;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Malus;No
Malus leiocalyca;Malus leiocalyca;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Malus;No
Malvaviscus arboreus;Malvaviscus arboreus Cav.;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mandevilla hirsuta;Mandevilla hirsuta;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Mandevilla;No
Mangifera;Mangifera;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;No
Mangifera caesia;Mangifera caesia;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;No
Mangifera foetida;Mangifera foetida;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;No
Mangifera indica;Mangifera indica;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;No
Mangifera magnifica;Mangifera magnifica;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;No
Mangifera odorata;Mangifera odorata;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;No
Mangifera pajang;Mangifera pajang;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;No
Mangifera quadrifida;Mangifera quadrifida;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;No
Mangifera sp;Mangifera sp.;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;No
Mangifera swintonioides;Mangifera swintonioides;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Anacardiaceae;Mangifera;No
Manglletia garrentii;Manglletia garrentii Craib;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Manihot utilissima;Manihot utilissima;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manihot;No
Manilka huberi;Manilka huberi;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Manilkara amazonica;Manilkara amazonica;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Manilkara;No
Manilkara Chicle;Manilkara Chicle;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Manilkara;No
Manilkara sp 2;Manilkara sp 2;Plantae;Tracheophyta;Magnoliopsida;Ericales;Sapotaceae;Manilkara;No
Manilkara subsericea;Manilkara subsericea (Mart.) Dubard;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Manilkara zapota;Manilkara zapota (Linnaeus) P. Royen;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Manniophyton fulvum;Manniophyton fulvum;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manniophyton;No
Mapania richardsii;Mapania cf. richardsii;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manniophyton;No
Mapania richardsii;Mapania cf. richardsii;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mapania cuspidata ssp cuspidata;Mapania cuspidata ssp cuspidata;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Manniophyton;No
Mapania cuspidata ssp cuspidata;Mapania cuspidata ssp cuspidata;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Myxopyrum;No
Mapania graminea;Mapania graminea;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Mapania;No
Mapania meditensis;Mapania meditensis;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Mapania;No
Mapania palustris;Mapania palustris;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Mapania;No
Mapania palustris;Mapania.palustris;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Mapania;No
Mapania sp;Mapania.sp;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Mapania;No
Maprounea guianensis;Maprounea guianensis;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Maprounea;No
Maprounea guianensis;Maprounea guianensis Aublet;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Maprounea;No
Maquira coriacea;Maquira  coriacea (H. Karst.) C. C. Berg.;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Maprounea;No
Maquira guianensis;Maquira  guianensis Aubl.;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Maprounea;No
Maquira costaricana;Maquira cf. costaricana;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Maprounea;No
Maquira guianensis;Maquira guianensis;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Maquira;No
Bactris maraja;Marajá;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Maquira;No
