id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;country;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class
CU_Grau et al. 1997_1 1A Trees (>10 cm dbh) random plots or quadrats_f1_NA;CU;Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats_f1_NA;CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats;CU_Grau et al. 1997_1 1A Trees (>10 cm dbh) random plots or quadrats;Grau et al. 1997;1 1A Trees (>10 cm dbh) random plots or quadrats;f1;NA;f1;-26.8;-65.383333;11.5;11-12;1996;mean;recovering;Trees;Trees (>10 cm dbh);abundance;density (trees/ha);yes;random plots or quadrats;1;NA;25;6;10000;"A large percentage of the area was deforested during the first half of this century, and planted with annual crops and fruit orchards, mostly citrus. As a
consequence of soil fertility loss, lands were abandoned and progressivety revegetated. The inclusion of the area on the reserve since 1976 enhanced forest recovery processes.";NA;herbaceous crops;inclusion of the area on a reserve since 1976;1;none;NA;NA;Argentina;trees;engineers;cultivation;protection;NA;none;none;0;1;none;protection;study;species;37;8;596;0.7067292219919717;254.222006;3;0
CU_Grau et al. 1997_1 1A Trees (>10 cm dbh) random plots or quadrats_f2_NA;CU;Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats_f2_NA;CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats;CU_Grau et al. 1997_1 1A Trees (>10 cm dbh) random plots or quadrats;Grau et al. 1997;1 1A Trees (>10 cm dbh) random plots or quadrats;f2;NA;f2;-26.8;-65.383333;22.5;20-25;1996;mean;recovering;Trees;Trees (>10 cm dbh);abundance;density (trees/ha);yes;random plots or quadrats;1;NA;25;6;10000;"A large percentage of the area was deforested during the first half of this century, and planted with annual crops and fruit orchards, mostly citrus. As a
consequence of soil fertility loss, lands were abandoned and progressivety revegetated. The inclusion of the area on the reserve since 1976 enhanced forest recovery processes.";NA;citrus orchard;inclusion of the area on a reserve since 1976;1;none;NA;NA;Argentina;trees;engineers;cultivation;protection;NA;none;none;0;1;none;protection;study;species;37;21;365;2.8536945233101902;692.161096;8;0
CU_Grau et al. 1997_1 1A Trees (>10 cm dbh) random plots or quadrats_f3_NA;CU;Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats_f3_NA;CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats;CU_Grau et al. 1997_1 1A Trees (>10 cm dbh) random plots or quadrats;Grau et al. 1997;1 1A Trees (>10 cm dbh) random plots or quadrats;f3;NA;f3;-26.8;-65.383333;47.5;45-50;1996;mean;recovering;Trees;Trees (>10 cm dbh);abundance;density (trees/ha);yes;random plots or quadrats;1;NA;25;6;10000;"A large percentage of the area was deforested during the first half of this century, and planted with annual crops and fruit orchards, mostly citrus. As a
consequence of soil fertility loss, lands were abandoned and progressivety revegetated. The inclusion of the area on the reserve since 1976 enhanced forest recovery processes.";NA;herbaceous crops;inclusion of the area on a reserve since 1976;1;none;NA;NA;Argentina;trees;engineers;cultivation;protection;NA;none;none;0;1;none;protection;study;species;37;20;338;3.480523885664119;884.46513;8;0
CU_Grau et al. 1997_1 1A Trees (>10 cm dbh) random plots or quadrats_f4_NA;CU;Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats_f4_NA;CU_Grau et al. 1997_1 1A Trees (10 cm dbh) random plots or quadrats;CU_Grau et al. 1997_1 1A Trees (>10 cm dbh) random plots or quadrats;Grau et al. 1997;1 1A Trees (>10 cm dbh) random plots or quadrats;f4;NA;f4;-26.8;-65.383333;47.5;45-50;1996;mean;recovering;Trees;Trees (>10 cm dbh);abundance;density (trees/ha);yes;random plots or quadrats;1;NA;25;6;10000;"A large percentage of the area was deforested during the first half of this century, and planted with annual crops and fruit orchards, mostly citrus. As a
consequence of soil fertility loss, lands were abandoned and progressivety revegetated. The inclusion of the area on the reserve since 1976 enhanced forest recovery processes.";NA;citrus orchard;inclusion of the area on a reserve since 1976;1;none;NA;NA;Argentina;trees;engineers;cultivation;protection;NA;none;none;0;1;none;protection;study;species;37;21;357;3.1629945417056975;979.452395;9;0
CU_Ishida et al. 2005_1 3I Plants random plots or quadrats_Secondary (Castanopsis)_NA;CU;Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis)_Secondary (Castanopsis)_NA;CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Castanopsis);CU_Ishida et al. 2005_1 3I Plants random plots or quadrats;Ishida et al. 2005;1 3I Plants random plots or quadrats (Castanopsis);Secondary (Castanopsis);NA;Castanopsis zone: Secondary stands;34.1441;129.2189;40;40;1998;exact;recovering;Plants;all vascular plants with a minimal unit of cover of 0.01%;frequency;percent cover;yes;random plots or quadrats;1.1538461538461537;NA;26;2;2600;NA;NA;periodic clear cutting;none;1;none;It is also in Predicts;NA;Japan;vascular plants;mix;logging;none;NA;none;none;0;0;none;regular;community;species;70;45;NA;5.022604130193156;3207.308394;31;0.05714285714285714
CU_Ishida et al. 2005_1 3I Plants random plots or quadrats_Secondary (Quercus)_NA;CU;Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus)_Secondary (Quercus)_NA;CU_Ishida et al. 2005_1 3I Plants random plots or quadrats (Quercus);CU_Ishida et al. 2005_1 3I Plants random plots or quadrats;Ishida et al. 2005;1 3I Plants random plots or quadrats (Quercus);Secondary (Quercus);NA;Quercus zone: Secondary stands;34.137;129.2098;40;40;1998;exact;recovering;Plants;all vascular plants with a minimal unit of cover of 0.01%;frequency;percent cover;yes;random plots or quadrats;1;NA;25;2;2500;NA;NA;periodic clear cutting;none;1;none;It is also in Predicts;NA;Japan;vascular plants;mix;logging;none;NA;none;none;0;0;none;regular;community;species;77;49;NA;5.065038722458405;3346.53699;34;0.07792207792207792
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow1_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow1_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow1;NA;1;-16.75;-61.75;1;1;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;1.8518518518518519;NA;54;13;54000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotatiton for 3-5 years;none;1;NA;NA;NA;Bolivia;trees;engineers;cultivation;none;NA;NA;none;0;0;none;regular;study;species;37;18;NA;3.355403199069823;1162.5819948;14;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow10_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow10_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow10;NA;30;-16.75;-61.75;30;30;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotataion for 3-5 years;NA;2;timber extraction since 1982;NA;NA;Bolivia;trees;engineers;cultivation;NA;NA;logging;logging;0;0;none;regular;study;species;37;30;NA;4.287529011600715;2016.0876358;25;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow11_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow11_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow11;NA;40;-16.75;-61.75;40;40;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotataion for 3-5 years;NA;2;timber extraction since 1982;NA;NA;Bolivia;trees;engineers;cultivation;NA;NA;logging;logging;0;0;none;regular;study;species;37;26;NA;4.066840924604935;1583.5894738;20;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow12_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow12_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow12;NA;50;-16.75;-61.75;50;50;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotataion for 3-5 years;NA;2;timber extraction since 1982;NA;NA;Bolivia;trees;engineers;cultivation;NA;NA;logging;logging;0;0;none;regular;study;species;37;26;NA;4.167018545294283;1756.7901878;21;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow2_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow2_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow2;NA;2;-16.75;-61.75;2;2;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotatiton for 3-5 years;none;1;NA;NA;NA;Bolivia;trees;engineers;cultivation;none;NA;NA;none;0;0;none;regular;study;species;37;14;NA;3.1898077113046175;1058.107763;12;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow3_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow3_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow3;NA;3;-16.75;-61.75;3;3;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotatiton for 3-5 years;none;1;NA;NA;NA;Bolivia;trees;engineers;cultivation;none;NA;NA;none;0;0;none;regular;study;species;37;24;NA;3.674008912804821;1643.6100358;20;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow4_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow4_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow4;NA;5;-16.75;-61.75;5;5;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotataion for 3-5 years;NA;2;timber extraction since 1982;NA;NA;Bolivia;trees;engineers;cultivation;NA;NA;logging;logging;0;0;none;regular;study;species;37;29;NA;4.205047479435128;2130.7378778;25;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow5_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow5_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow5;NA;7;-16.75;-61.75;7;7;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotataion for 3-5 years;NA;2;timber extraction since 1982;NA;NA;Bolivia;trees;engineers;cultivation;NA;NA;logging;logging;0;0;none;regular;study;species;37;28;NA;4.226647479781496;1812.6730438;23;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow6_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow6_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow6;NA;10;-16.75;-61.75;10;10;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotataion for 3-5 years;NA;2;timber extraction since 1982;NA;NA;Bolivia;trees;engineers;cultivation;NA;NA;logging;logging;0;0;none;regular;study;species;37;26;NA;4.111463124013567;1813.126468;21;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow7_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow7_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow7;NA;15;-16.75;-61.75;15;15;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotataion for 3-5 years;NA;2;timber extraction since 1982;NA;NA;Bolivia;trees;engineers;cultivation;NA;NA;logging;logging;0;0;none;regular;study;species;37;32;NA;4.594454349153853;2331.5199858;29;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow8_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow8_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow8;NA;20;-16.75;-61.75;20;20;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotataion for 3-5 years;NA;2;timber extraction since 1982;NA;NA;Bolivia;trees;engineers;cultivation;NA;NA;logging;logging;0;0;none;regular;study;species;37;30;NA;4.38913729389254;2043.5282568;25;0
CU_Kennard 2002_1 2R Plants random plots or quadrats_Fallow9_NA;CU;Kennard 2002_1 2R Plants random plots or quadrats_Fallow9_NA;CU_Kennard 2002_1 2R Plants random plots or quadrats;CU_Kennard 2002_1 2R Plants random plots or quadrats;Kennard 2002;1 2R Plants random plots or quadrats;Fallow9;NA;23;-16.75;-61.75;23;23;1998;exact;recovering;Trees;stem > 2 m tall;relative abundance;Importance values = relative abundance + relative dominance + relative frequency /3;yes;random plots or quadrats;5.555555555555555;NA;18;13;18000;shifting cultivation with 15-20 years fallow;NA;slash and burn, and crop rotataion for 3-5 years;NA;2;timber extraction since 1982;NA;NA;Bolivia;trees;engineers;cultivation;NA;NA;logging;logging;0;0;none;regular;study;species;37;28;NA;3.941091570330934;1844.1247878;23;0
CU_Li et al. 2011_1 2R Lichen random plots or quadrats_T1 Middle-aged forest (MOSF)_NA;CU;Li et al. 2011_1 2R Lichen random plots or quadrats_T1 Middle-aged forest (MOSF)_NA;CU_Li et al. 2011_1 2R Lichen random plots or quadrats;CU_Li et al. 2011_1 2R Lichen random plots or quadrats;Li et al. 2011;1 2R Lichen random plots or quadrats;T1 Middle-aged forest (MOSF);NA;MOSF;24.0633069999999;101.278275;52.5;47-58;2008;mean;recovering;Epiphytes macrolichens;> 1 cm lenght;relative abundance;relative frequency * relative average abundance in clusters;yes;random plots or quadrats;1.6666666666666667;NA;540;4;8640;natural disturbances as winds, cold spells, snowfalls;NA;clear cut;NA;1;none;NA;NA;China;mosses and lichens;users;logging;NA;NA;none;none;0;0;none;regular;study;species;51;44;NA;5.090710969918242;NA;NA;0.0588235294117647
CU_Li et al. 2011_1 2R Lichen random plots or quadrats_T1 P. bonatii m-aged forest (PBSF)_NA;CU;Li et al. 2011_1 2R Lichen random plots or quadrats_T1 P. bonatii m-aged forest (PBSF)_NA;CU_Li et al. 2011_1 2R Lichen random plots or quadrats;CU_Li et al. 2011_1 2R Lichen random plots or quadrats;Li et al. 2011;1 2R Lichen random plots or quadrats;T1 P. bonatii m-aged forest (PBSF);NA;PBSF;24.0633069999999;101.278275;50;50;2008;other;recovering;Epiphytes macrolichens;> 1 cm lenght;relative abundance;relative frequency * relative average abundance in clusters;yes;random plots or quadrats;1.6666666666666667;NA;540;4;8640;natural disturbances as winds, cold spells, snowfalls;NA;fire, cutting and grazing;NA;1;none;NA;NA;China;mosses and lichens;users;burning/logging/farming;NA;NA;none;none;0;0;none;regular;study;species;51;39;NA;4.9920302924151825;NA;NA;0.0588235294117647
CU_Li et al. 2011_1 2R Lichen random plots or quadrats_T2 Old forest (OOSF)_NA;CU;Li et al. 2011_1 2R Lichen random plots or quadrats_T2 Old forest (OOSF)_NA;CU_Li et al. 2011_1 2R Lichen random plots or quadrats;CU_Li et al. 2011_1 2R Lichen random plots or quadrats;Li et al. 2011;1 2R Lichen random plots or quadrats;T2 Old forest (OOSF);NA;OOSF;24.0633069999999;101.278275;100;100;2008;exact;recovering;Epiphytes macrolichens;> 1 cm lenght;relative abundance;relative frequency * relative average abundance in clusters;yes;random plots or quadrats;1.6666666666666667;NA;540;4;8640;natural disturbances as winds, cold spells, snowfalls;NA;clear cut;NA;1;none;NA;NA;China;mosses and lichens;users;logging;NA;NA;none;none;0;0;none;regular;study;species;51;31;NA;4.267602153435068;NA;NA;0.0588235294117647
